min_x,max_x,mean_x,std_x,range_x,min_y,max_y,mean_y,std_y,range_y,min_z,max_z,mean_z,std_z,range_z,activity
1962,1978,1970.4153846153847,2.8210039982360104,16,2368,2383,2374.273076923077,2.627161025132463,15,2117,2132,2124.8038461538463,3.048511348744079,15,1
1961,1979,1970.696153846154,2.9071846521544864,18,2366,2383,2373.980769230769,2.676152258708557,17,2117,2132,2124.996153846154,3.006425649936347,15,1
1961,1980,1971.126923076923,3.066075137829592,19,2366,2383,2373.9884615384617,2.7753502576375926,17,2117,2132,2124.896153846154,2.9566991886341927,15,1
1964,1980,1971.2576923076922,2.9196013210833898,16,2366,2383,2373.8846153846152,2.816483788801372,17,2117,2134,2124.8884615384613,2.830995966888361,17,1
1963,1979,1971.123076923077,2.9039059958390583,16,2366,2383,2374.2884615384614,3.056334257109174,17,2117,2135,2125.0538461538463,2.962602264397328,18,1
1957,1979,1970.5923076923077,3.7192936470713405,22,2366,2385,2374.9846153846156,3.3931218535849714,19,2107,2142,2123.4192307692306,5.149991133235928,35,1
1952,1994,1970.5961538461538,5.434977579436854,42,2367,2388,2375.9538461538464,3.6873184289286973,21,2095,2142,2118.9653846153847,6.559701607518833,47,1
1952,1994,1970.2576923076922,5.014163189589315,42,2367,2388,2376.0307692307692,3.444963783231323,21,2095,2127,2117.6807692307693,4.738939101480816,32,1
1959,1981,1969.4038461538462,3.2302839170472595,22,2366,2385,2375.4192307692306,3.3330588442572178,19,2110,2132,2119.603846153846,3.4586337348940708,22,1
1956,1988,1969.8346153846153,4.761447681260818,32,2362,2396,2375.3076923076924,4.483080425110629,34,2099,2135,2119.7,5.177393688469654,36,1
1942,1988,1967.1153846153845,6.621171863040322,46,2354,2396,2375.9346153846154,5.155455356098035,42,2099,2146,2117.773076923077,6.88561018077756,47,1
1942,1984,1966.1038461538462,5.267440658985262,42,2354,2391,2377.019230769231,4.179793203098836,37,2103,2146,2115.2038461538464,5.611693580471483,43,1
1959,1978,1967.6538461538462,3.0786637487992214,19,2369,2387,2377.1846153846154,3.113762241327249,18,2103,2123,2114.3846153846152,3.3849191212904124,20,1
1953,1981,1966.7307692307693,4.153964402281302,28,2366,2389,2377.0538461538463,3.5002736538613166,23,2105,2134,2115.8192307692307,4.05488591604003,29,1
1953,1981,1966.5692307692307,4.51071390652743,28,2365,2389,2376.0153846153844,3.72507855973673,24,2105,2134,2120.5,5.2302210617919735,29,1
1955,1981,1967.0115384615385,4.292835633755127,26,2365,2386,2375.6,3.84165344068165,21,2103,2134,2120.976923076923,5.94240748453072,31,1
1948,1982,1966.803846153846,5.792084918079818,34,2366,2386,2376.9615384615386,3.959064368533388,20,2097,2134,2115.423076923077,6.518006404139802,37,1
1948,1985,1966.7923076923078,6.659038800217171,37,2366,2389,2377.5307692307692,3.7544073694225957,23,2097,2127,2112.4653846153847,5.342583522341854,30,1
1954,1985,1968.2769230769231,5.476542302631798,31,2366,2389,2377.3115384615385,3.4762100388262267,23,2099,2132,2114.2961538461536,5.001233883987068,33,1
1961,1978,1968.8307692307692,3.375218480646814,17,2371,2385,2377.2153846153847,2.773243965265604,14,2107,2132,2116.1692307692306,3.694174609696468,25,1
1959,1978,1968.0615384615385,3.500146375656974,19,2365,2385,2376.646153846154,3.1668201131023572,20,2107,2127,2116.7346153846156,3.7098889354367355,20,1
1955,1977,1967.45,3.748023932378687,22,2365,2384,2376.3846153846152,3.3215910393916697,19,2101,2130,2117.107692307692,4.427443641906377,29,1
1950,1975,1964.6692307692308,5.0616103188510095,25,2367,2389,2377.6115384615387,3.385048538581627,22,2100,2130,2113.6153846153848,5.793598671446406,30,1
1946,1985,1964.4115384615384,6.765505681179133,39,2368,2389,2378.0615384615385,3.782205534483644,21,2099,2130,2110.5653846153846,4.784905667337888,31,1
1946,1990,1967.3923076923077,6.425090962919816,44,2366,2387,2377.7615384615383,3.7975888431583824,21,2099,2130,2110.3846153846152,4.679511929446478,31,1
1956,1990,1966.496153846154,4.457866308288307,34,2366,2387,2378.0423076923075,3.2753523288240123,21,2098,2124,2109.8076923076924,4.102162823162901,26,1
1955,1978,1965.9769230769232,3.687535897848454,23,2371,2387,2378.0384615384614,2.9952442256831024,16,2098,2121,2109.353846153846,3.499280761094463,23,1
1955,1978,1966.053846153846,3.6840709781950416,23,2371,2387,2378.35,2.9560160500293104,16,2099,2117,2108.6653846153845,3.151201561320901,18,1
1951,1972,1962.6807692307693,4.6334789110480274,21,2365,2390,2378.4461538461537,3.608359103561537,25,2089,2131,2109.7615384615383,4.863073128123846,42,1
1951,1972,1961.9076923076923,4.3583606316260015,21,2365,2390,2377.7076923076925,3.562884939785327,25,2089,2131,2111.85,4.58684959304196,42,1
1954,1972,1963.0807692307692,3.2852212928018933,18,2369,2388,2377.4269230769232,3.013234346940382,19,2098,2123,2111.6884615384615,3.41909547105866,25,1
1955,1972,1963.2423076923078,3.3007163229711582,17,2369,2388,2377.526923076923,2.99987872242735,19,2098,2123,2111.853846153846,3.5805384260269326,25,1
1952,1971,1963.0115384615385,3.399389784336434,19,2371,2385,2377.5884615384616,2.9151219267701047,14,2103,2125,2112.2653846153844,3.505477490781026,22,1
1952,1971,1962.2269230769232,3.34480034347184,19,2368,2387,2377.5115384615383,3.1494103049277764,19,2103,2125,2111.5846153846155,3.3869716667809713,22,1
1952,1970,1962.5576923076924,3.0757079201346817,18,2368,2387,2377.05,3.088370264076328,19,2103,2124,2113.130769230769,3.751732596480921,21,1
1954,1970,1962.9692307692308,3.0527877291932564,16,2368,2384,2376.976923076923,2.951252295194382,16,2103,2124,2114.4692307692308,3.7047156874608236,21,1
1951,1974,1962.8076923076924,3.4205740308209527,23,2368,2387,2377.492307692308,2.9111585451232425,19,2098,2124,2113.1769230769232,3.8992433373795237,26,1
1939,1974,1957.4115384615384,7.006606200046528,35,2370,2387,2378.4076923076923,3.0191055819561052,17,2095,2119,2109.007692307692,5.048025958982985,24,1
1939,1967,1952.5230769230768,4.501763506213389,28,2368,2387,2378.873076923077,3.0204013761128623,19,2095,2121,2106.2038461538464,3.688757915197873,26,1
1945,1981,1957.3346153846153,6.64659127125894,36,2359,2391,2378.6923076923076,4.375865988373404,32,2093,2121,2106.726923076923,4.5701784469023785,28,1
1949,1981,1961.5653846153846,5.030366652102871,32,2359,2391,2378.257692307692,4.290482695250239,32,2093,2123,2109.0884615384616,5.07129303708759,30,1
1949,1988,1961.6423076923077,4.4199157102432265,39,2357,2391,2377.4384615384615,4.147853975816002,34,2097,2130,2112.3115384615385,4.446926570695308,33,1
1949,1988,1961.0230769230768,4.881555206036415,39,2357,2391,2377.6115384615387,4.719860848275765,34,2094,2130,2111.85,5.6592937878860985,36,1
1949,1973,1959.9076923076923,3.67701018769379,24,2366,2390,2378.15,3.4980137772885325,24,2094,2130,2109.7923076923075,4.751258567417477,36,1
1953,1968,1959.8538461538462,2.7777703857605505,15,2371,2387,2378.2653846153844,2.7018429728530577,16,2100,2118,2108.8076923076924,3.2145810510129205,18,1
1950,1968,1959.6038461538462,3.009762849241184,18,2370,2388,2378.3884615384613,2.9314994019594725,18,2099,2118,2108.1961538461537,3.2956014642230347,19,1
1950,1969,1958.9538461538461,3.227204675078731,19,2370,2388,2378.7653846153844,3.144332685456174,18,2097,2118,2107.2846153846153,3.623677211209151,21,1
1951,1969,1958.2230769230769,3.0038980714071553,18,2371,2386,2378.9423076923076,2.87589812420225,15,2097,2116,2106.980769230769,3.340926654655997,19,1
1943,1965,1957.2653846153846,3.2954212188733947,22,2370,2386,2378.6576923076923,2.8988978170347006,16,2092,2118,2107.4192307692306,3.535426798739107,26,1
1943,1966,1955.9115384615384,3.9509372255080137,23,2368,2387,2378.396153846154,3.358959754538692,19,2088,2119,2107.2846153846153,4.3215087730372685,31,1
1945,1966,1954.7307692307693,3.586306994890128,21,2368,2387,2378.3653846153848,3.2610302642444737,19,2088,2119,2107.1769230769232,3.9582090732323723,31,1
1947,1972,1955.1807692307693,4.341816002707415,25,2365,2389,2378.3,3.7615202709854896,24,2088,2121,2107.423076923077,4.136410292740568,33,1
1946,1972,1957.0115384615385,4.815902464016121,26,2365,2389,2378.2615384615383,3.8755821008122924,24,2088,2121,2108.276923076923,4.614088522104111,33,1
1939,1969,1955.0692307692307,5.503510233353335,30,2368,2386,2378.35,2.9599319098920014,18,2098,2120,2108.257692307692,4.056423770339313,22,1
1939,1963,1952.4769230769232,4.280178585050947,24,2370,2385,2377.9423076923076,2.7185439375667886,15,2098,2118,2108.9615384615386,3.6926387090508372,20,1
1944,1963,1953.6538461538462,3.489004324037328,19,2368,2385,2377.173076923077,2.921899431448024,17,2103,2121,2111.519230769231,3.4590287242056426,18,1
1944,1963,1955.326923076923,3.6067351938475825,19,2368,2386,2377.1346153846152,3.1008085018287352,18,2102,2121,2111.6153846153848,3.581127311960973,19,1
1946,1964,1956.5576923076924,3.1830478918473535,18,2371,2386,2377.7153846153847,2.9137793138997146,15,2102,2121,2110.853846153846,3.285892481060419,19,1
1945,1967,1957.0807692307692,3.4007175294163607,22,2364,2385,2377.619230769231,2.8018911471707817,21,2100,2134,2111.3846153846152,4.062987879365444,34,1
1943,1976,1955.6153846153845,5.123018860527672,33,2362,2388,2377.496153846154,3.2697254993508005,26,2092,2135,2111.003846153846,4.9760027040389465,43,1
1943,1976,1955.3461538461538,4.646103591858299,33,2362,2388,2377.5,3.434438352244337,26,2092,2135,2111.326923076923,4.41356785714021,43,1
1951,1965,1956.7846153846153,2.816072500889196,14,2369,2386,2377.3307692307694,3.0640233008642066,17,2102,2121,2111.7615384615383,3.1945993184536934,19,1
1948,1965,1956.7730769230768,3.1090921209339903,17,2371,2386,2377.3076923076924,2.94045449654856,15,2103,2119,2111.2615384615383,2.823108848405171,16,1
1945,1967,1956.5230769230768,3.2978649571978047,22,2369,2386,2377.4115384615384,2.826355133079235,17,2105,2119,2111.4653846153847,2.690386475616354,14,1
1945,1967,1956.4384615384615,3.0160544584911757,22,2368,2384,2377.4,2.8585710716070314,16,2104,2120,2111.3192307692307,3.0189260447905086,16,1
1949,1962,1956.4038461538462,2.6131506995496028,13,2368,2385,2377.3346153846155,3.09806793792921,17,2104,2120,2111.0730769230768,3.040023584076839,16,1
1948,1962,1956.446153846154,2.590632183729506,14,2368,2385,2377.7923076923075,2.940060551069662,17,2104,2119,2110.973076923077,2.872322683863636,15,1
1947,1967,1956.5269230769231,2.938764704146623,20,2371,2385,2377.6884615384615,2.7040405806561894,14,2104,2119,2111.173076923077,2.921899431448024,15,1
1947,1977,1960.753846153846,6.315466751168934,30,2369,2385,2376.5384615384614,2.805548408262076,16,2105,2129,2114.376923076923,5.057606961734787,24,1
1950,1977,1966.0807692307692,4.548878196027328,27,2369,2383,2375.642307692308,2.6169440571774163,14,2107,2129,2118.1615384615384,4.129756125352398,22,1
1906,1978,1963.3961538461538,9.03835588156812,72,2351,2401,2375.507692307692,4.3580062634441665,50,2105,2132,2118.673076923077,4.013111492976971,27,1
1906,1978,1957.0923076923077,9.370903916583513,72,2351,2401,2375.6615384615384,5.353963416472348,50,2103,2138,2118.4423076923076,6.1525443195316845,35,1
1928,1974,1955.2807692307692,6.612409021979287,46,2359,2386,2375.6,4.6625096395606676,27,2101,2138,2118.6115384615387,6.486030544068708,37,1
1928,1976,1953.303846153846,7.297589424242187,48,2362,2386,2375.007692307692,4.089719956893054,24,2101,2139,2119.7115384615386,6.068898300476503,38,1
1935,1989,1953.5576923076924,8.87235405451487,54,2362,2386,2374.642307692308,3.914005450869821,24,2102,2139,2120.3038461538463,6.4115593468432674,37,1
1940,1991,1963.5115384615385,11.958255154907274,51,2367,2387,2374.9692307692308,3.7569774706377617,20,2102,2135,2119.876923076923,6.403444276645078,33,1
1950,1991,1970.4,9.155541394365395,41,2365,2387,2374.4538461538464,3.6052547202467675,22,2097,2135,2120.723076923077,6.69410549745434,38,1
1950,1987,1972.1423076923077,6.862053514639657,37,2365,2383,2373.473076923077,3.162773047996545,18,2097,2136,2122.9846153846156,5.584706938501928,39,1
1963,1981,1973.7115384615386,2.8780660230898163,18,2363,2381,2373.153846153846,2.803642249005722,18,2115,2136,2124.1961538461537,2.814054738078858,21,1
1963,1984,1973.376923076923,3.000039599778243,21,2363,2381,2373.1769230769232,2.70838932492593,18,2116,2132,2123.9384615384615,2.700647273061718,16,1
1965,1984,1973.4923076923078,3.1099445769587715,19,2365,2381,2373.0115384615383,2.683400557247939,16,2116,2132,2124.25,2.765444520810967,16,1
1961,1984,1972.95,3.4001760117965825,23,2365,2385,2374.130769230769,3.805885427172484,20,2106,2136,2120.9076923076923,5.813638808732118,30,1
1958,1984,1971.123076923077,4.113290230357751,26,2365,2385,2375.3153846153846,3.9102570107487677,20,2090,2136,2116.603846153846,6.345945762534346,46,1
1958,1987,1971.5461538461539,4.652581030622707,29,2364,2391,2374.7615384615383,3.5820311878803386,27,2090,2136,2118.5538461538463,6.336218789441267,46,1
1964,1990,1974.3192307692307,4.4921655723661305,26,2363,2391,2374.5153846153844,3.459048043177973,28,2109,2137,2121.2807692307692,4.7616971789226605,28,1
1955,1990,1972.3423076923077,6.0870565302334105,35,2363,2383,2374.873076923077,3.2637067885736917,20,2106,2137,2120.873076923077,4.686632406592533,31,1
1955,1986,1970.7846153846153,4.963938863512426,31,2366,2383,2374.4115384615384,3.10496263919439,17,2106,2133,2121.7923076923075,4.048349020172271,27,1
1965,1979,1972.6846153846154,2.820319583700144,14,2365,2380,2373.7615384615383,2.8415120401276983,15,2115,2134,2123.1615384615384,3.1642399738980944,19,1
1965,1982,1973.0230769230768,2.8609078252879074,17,2365,2380,2373.9346153846154,2.7055558892827682,15,2115,2134,2123.2653846153844,3.0330791861686284,19,1
1965,1982,1973.0230769230768,2.7815314373411524,17,2366,2380,2374.05,2.7609731930920614,14,2116,2135,2123.253846153846,3.07389441081291,19,1
1967,1981,1973.0846153846153,2.7213856775437044,14,2366,2380,2373.8653846153848,2.9632813789845422,14,2115,2135,2123.2384615384617,3.176418531874332,20,1
1965,1981,1973.0846153846153,2.780335290979189,16,2366,2381,2373.769230769231,2.919878512145758,15,2115,2133,2123.3,2.967390335868439,18,1
1964,1982,1973.053846153846,2.856440365078809,18,2366,2381,2373.6769230769232,2.651481365266109,15,2113,2135,2123.0923076923077,2.994064021429629,22,1
1964,1982,1973.1461538461538,3.125709898577021,18,2367,2380,2373.4461538461537,2.7398434091644557,13,2113,2135,2123.0307692307692,2.9590211820475965,22,1
1963,1985,1972.8192307692307,3.4866008527483485,22,2365,2382,2373.7153846153847,2.899166743250171,17,2111,2142,2122.976923076923,3.4315488012743134,31,1
1963,1985,1972.9923076923078,3.724065851816596,22,2365,2382,2373.753846153846,2.7143591817859636,17,2111,2142,2123.2115384615386,3.613234673456016,31,1
1954,2003,1973.0961538461538,5.2595183631710425,49,2357,2398,2373.646153846154,3.8451926330817785,41,2102,2139,2122.5846153846155,4.112856977283858,37,1
1954,2007,1981.1307692307691,11.805298503852953,53,2357,2398,2371.9461538461537,5.129687291998579,41,2102,2146,2126.392307692308,7.9067891787574,44,1
1948,2007,1979.2884615384614,14.545543624177107,59,2358,2388,2372.2923076923075,5.56803640460705,30,2090,2146,2125.269230769231,10.007169986737068,56,1
1948,1995,1973.7923076923078,9.567638629239138,47,2361,2388,2373.6692307692306,4.699278613065997,27,2090,2140,2122.0730769230768,7.6029895406642485,50,1
1969,1995,1978.6653846153847,3.971854872176365,26,2363,2386,2373.0153846153844,3.3874276191035984,23,2099,2139,2123.9192307692306,4.529314149480764,40,1
1969,1998,1978.8076923076924,4.009826065891771,29,2363,2389,2373.146153846154,3.558906470506813,26,2111,2140,2123.757692307692,4.18017688906568,29,1
1969,1998,1977.9038461538462,4.59670696039185,29,2360,2389,2373.2115384615386,3.7598598227255606,29,2108,2141,2124.2961538461536,4.679783248225419,33,1
1957,1990,1974.0076923076922,5.4595687015450585,33,2355,2387,2374.096153846154,4.070136154480378,32,2104,2141,2121.35,6.159134848738262,37,1
1957,1983,1973.15,4.56491149842108,26,2355,2387,2374.5923076923077,3.8065096728520067,32,2104,2133,2120.003846153846,5.428011202393157,29,1
1967,1983,1974.9692307692308,3.0489911276267923,16,2365,2385,2374.642307692308,3.033744971748376,20,2109,2131,2120.2961538461536,3.7044250664259732,22,1
1964,1985,1974.7615384615385,3.469233436305582,21,2367,2384,2374.857692307692,3.0854838956330446,17,2110,2133,2119.6692307692306,3.7455527534885196,23,1
1958,1992,1974.7653846153846,4.481919258264281,34,2364,2397,2374.4269230769232,3.743520290307529,33,2108,2141,2121.5423076923075,4.716902415692782,33,1
1958,1992,1975.7076923076922,4.353042079853507,34,2364,2397,2373.8653846153848,3.592295735958922,33,2108,2141,2123.75,4.115490090773964,33,1
1968,1987,1976.3076923076924,3.0639166743867867,19,2366,2381,2373.4615384615386,2.773715142817606,15,2117,2133,2124.7192307692308,2.92275313574135,16,1
1963,1983,1975.623076923077,3.238917271340083,20,2365,2383,2373.35,2.929776567178926,18,2118,2133,2125.0576923076924,2.9132466831708976,15,1
1963,1988,1976.3384615384616,4.04616954309727,25,2362,2387,2373.5384615384614,3.789140846892387,25,2100,2136,2123.642307692308,5.29140580082225,36,1
1967,1988,1975.2961538461539,4.259078948523201,21,2362,2387,2374.0692307692307,3.6638449781288536,25,2100,2136,2122.0307692307692,5.180060466155432,36,1
1967,1988,1974.8961538461538,3.845569156627162,21,2366,2382,2374.0346153846153,2.870895399007144,16,2111,2136,2122.3192307692307,3.3786199497831606,25,1
1967,1988,1975.9346153846154,3.5280937909083137,21,2366,2387,2373.9153846153845,3.15869729118961,21,2110,2132,2122.496153846154,3.33982414273945,22,1
1967,1989,1975.7115384615386,3.4109552012032323,22,2366,2387,2373.896153846154,3.283394604777216,21,2110,2136,2122.7615384615383,3.7360889387647824,26,1
1966,1989,1975.5,3.517743221799649,23,2366,2384,2373.6769230769232,3.0204333336489193,18,2112,2136,2123.269230769231,3.5647100453133227,24,1
1963,1988,1975.373076923077,4.11458069306877,25,2363,2384,2373.857692307692,3.27959328358443,21,2112,2133,2123.0307692307692,3.8743557671737645,21,1
1963,1999,1978.7961538461539,5.985889506236578,36,2363,2388,2373.6807692307693,3.9594975726247177,25,2106,2135,2122.7192307692308,4.903116905658623,29,1
1965,2012,1982.4076923076923,7.2091706438494985,47,2360,2389,2373.0576923076924,4.656599342215028,29,2106,2147,2124.126923076923,6.322971400375565,41,1
1965,2012,1982.4115384615384,6.669519610323657,47,2360,2389,2372.496153846154,4.379222685316576,29,2106,2147,2125.1384615384613,5.843194036048825,41,1
1973,1992,1981.8307692307692,3.5988811250089032,19,2363,2383,2372.75,3.381045279416882,20,2113,2137,2124.5,4.076015163600304,24,1
1963,1990,1979.5,5.010799148649655,27,2366,2385,2373.9076923076923,3.2760889995174325,19,2109,2134,2122.4692307692308,4.62273793002653,25,1
1963,1988,1975.8961538461538,4.775337281684525,25,2366,2385,2375.0423076923075,3.2002259906835318,19,2108,2133,2119.5115384615383,4.645322047933483,25,1
1962,1984,1973.5269230769231,4.190820792276725,22,2365,2385,2375.4307692307693,3.5984519656175142,20,2104,2133,2117.892307692308,4.475150011671969,29,1
1953,1984,1971.8461538461538,4.589666988469105,31,2365,2386,2375.4692307692308,3.8054796125685764,21,2102,2135,2117.1,5.007099207229919,33,1
1951,1988,1971.073076923077,6.450168815982861,37,2364,2390,2375.6384615384613,4.078389882449204,26,2101,2135,2116.3884615384613,5.898682983892332,34,1
1951,1988,1970.7192307692308,5.947162408976293,37,2364,2390,2375.4692307692308,3.7892113900022735,26,2101,2135,2117.25,5.424365877569946,34,1
1962,1977,1969.9730769230769,2.769672728155264,15,2368,2383,2375.153846153846,2.639063653013501,15,2108,2129,2118.25,3.106072020685193,21,1
1962,1978,1969.8692307692309,2.810318718204627,16,2368,2381,2374.9269230769232,2.6330330576852017,13,2111,2127,2118.223076923077,3.091313985382617,16,1
1958,1983,1970.446153846154,3.347474212833253,25,2367,2382,2374.673076923077,2.89268251241164,15,2106,2130,2118.5153846153844,3.500103948560336,24,1
1958,1983,1970.626923076923,3.3083558295954645,25,2366,2383,2374.5692307692307,3.16090613453288,17,2106,2130,2118.7615384615383,3.63446362058087,24,1
1962,1978,1970.6384615384616,2.9967906801701023,16,2366,2383,2374.896153846154,3.0467377032837324,17,2109,2127,2118.75,3.494479927169415,18,1
1961,1979,1970.323076923077,2.9740587157998823,18,2365,2385,2375.1346153846152,3.0644861137024493,20,2109,2130,2118.9192307692306,3.3653376465813167,21,1
1961,1979,1970.2076923076922,3.0331403857949937,18,2365,2385,2374.8884615384613,3.27607766737678,20,2108,2130,2118.8038461538463,3.469111440229931,22,1
1962,1977,1969.7692307692307,3.0492443814642503,15,2365,2383,2375.0807692307694,3.072674338638508,18,2108,2127,2118.8423076923077,3.2278557230849967,19,1
1962,1978,1969.253846153846,2.8712703885551503,16,2365,2383,2375.1653846153845,2.8256194602467852,18,2111,2127,2119.0846153846155,2.993002432017649,16,1
1961,1979,1969.35,3.0863693355908777,18,2365,2385,2375.3653846153848,2.867935141360762,20,2110,2127,2119.0,3.146365188533254,17,1
1961,1979,1969.2653846153846,3.154140786110236,18,2366,2385,2375.526923076923,2.82761584120109,19,2110,2127,2118.9615384615386,3.105366748598729,17,1
1962,1975,1968.6923076923076,2.8429854172271236,13,2366,2388,2375.7115384615386,2.943066837780347,22,2110,2126,2118.9,2.7420647182221862,16,1
1961,1976,1968.173076923077,2.7079259744060735,15,2369,2388,2375.8615384615387,2.929687864444092,19,2111,2126,2118.3423076923077,2.715986289836811,15,1
1960,1976,1967.8884615384616,2.952497394959201,16,2368,2382,2375.5730769230768,2.7351646442445894,14,2111,2125,2117.5461538461536,2.680147343559638,14,1
1959,1976,1967.7730769230768,3.0627992965161024,17,2367,2382,2375.5653846153846,2.85552263237564,15,2109,2125,2117.0615384615385,2.7878773596161244,16,1
1959,1978,1968.1884615384615,3.0312181277967016,19,2367,2383,2375.6961538461537,3.037091268619265,16,2107,2127,2116.976923076923,3.066736181165704,20,1
1959,1980,1969.173076923077,3.7577264230526244,21,2367,2383,2374.996153846154,3.187206662312048,16,2107,2133,2120.0807692307694,5.008604120522527,26,1
1959,1980,1970.0346153846153,3.9174337896494813,21,2364,2383,2374.003846153846,2.955915575153811,19,2109,2133,2122.369230769231,4.191623309614781,24,1
1960,1980,1969.0115384615385,3.6396388003441493,20,2364,2385,2374.4192307692306,3.0814577143588466,21,2109,2131,2120.3615384615387,3.8645080326507713,22,1
1952,1977,1967.246153846154,3.6919228093628975,25,2367,2385,2375.1115384615387,3.0641565787432503,18,2107,2129,2118.519230769231,3.7544844980574696,22,1
1950,1980,1963.7076923076922,5.213505114664757,30,2367,2387,2375.496153846154,3.048511348744079,20,2102,2125,2116.7153846153847,4.092057690812306,23,1
1947,1980,1963.2076923076922,6.504166949286258,33,2367,2387,2375.9115384615384,3.23289402882368,20,2099,2128,2115.603846153846,4.7558929727778745,29,1
1947,1980,1964.0076923076922,5.953482681922913,33,2368,2384,2375.9692307692308,3.0439216260375144,16,2099,2130,2116.246153846154,4.563683296111292,31,1
1954,1975,1963.3961538461538,3.6508824520850682,21,2368,2382,2375.6769230769232,2.7204797005325734,14,2107,2130,2117.0538461538463,3.4759216737480556,23,1
1957,1972,1964.6346153846155,2.9173217616105123,15,2365,2382,2375.146153846154,2.9345802445598945,17,2108,2126,2117.619230769231,3.1520685407421083,18,1
1956,1972,1964.7730769230768,2.7730163792556004,16,2365,2382,2375.0846153846155,2.970991320551009,17,2108,2125,2117.9538461538464,2.836228771484001,17,1
1956,1972,1964.5653846153846,3.069270071274076,16,2367,2381,2375.3230769230768,2.6427299112889653,14,2111,2125,2117.923076923077,2.6012037148713993,14,1
1956,1973,1964.4807692307693,3.083712252996582,17,2368,2382,2375.4269230769232,2.679546105213965,14,2110,2126,2117.4346153846154,2.8730463978842398,16,1
1955,1991,1966.626923076923,6.466668784451944,36,2361,2383,2375.023076923077,3.5017158168551688,22,2100,2148,2118.253846153846,5.368737675035374,48,1
